panel,strategy,seed,variant,observations,annualized_arithmetic_return,cash_excess_sharpe,cagr,total_return,max_drawdown,annualized_volatility,annualized_one_way_turnover,annualized_gross_traded_notional,arithmetic_cost_drag,mean_risky_exposure
country_equity_etfs,learned_gbrt,71,baseline,2011,0.0876524426328,0.368126408423,0.0757334182118,0.790639756346,-0.35255683052,0.170912132407,7.11841035272,12.5232055753,0.13026428196,0.889649050759
country_equity_etfs,learned_gbrt,71,same_close,2011,0.0691027196321,0.260394172376,0.0560575093622,0.545363182169,-0.360279322391,0.170404237233,6.98738554766,12.3860726197,0.128142236561,0.890711333193
country_equity_etfs,learned_gbrt,71,zero_cash,2011,0.0837806390651,0.345463435771,0.0715772745283,0.736170024079,-0.35612258402,0.170914957886,7.11820234694,12.5233935399,0.130265345176,0.889693852596
country_equity_etfs,learned_gbrt,71,zero_cost,2011,0.103975962799,0.463197514372,0.0934051288822,1.03929186785,-0.328413311801,0.171062504922,7.11867276254,12.535149444,-1.11022302463e-15,0.889649050759
country_equity_etfs,learned_gbrt,71,costed_comparator,2011,0.0536765076038,0.168123277892,0.0394979161474,0.362244873962,-0.421531761938,0.17214747108,1.78711439433,1.87116037724,0.0194536341826,0.889712632944
country_equity_etfs,learned_gbrt,71,vectorized,2011,0.0875371048831,0.367335272403,0.0755995328459,0.788862051888,-0.353753881115,0.170967504902,7.05917454003,12.4057682745,0.129038675899,0.889109895574
country_equity_etfs,learned_gbrt,97,baseline,2011,0.0709051489599,0.268026261166,0.057623742687,0.563748018484,-0.329707654623,0.172281862834,7.77355298642,13.7436634788,0.143004536371,0.889725624224
country_equity_etfs,learned_gbrt,97,same_close,2011,0.055944071008,0.181719552313,0.0420049860111,0.388685232379,-0.340048971021,0.171795834274,7.64854935101,13.6181180627,0.140890322263,0.890897378407
country_equity_etfs,learned_gbrt,97,zero_cash,2011,0.0668764071374,0.244640522274,0.0533723703749,0.514283980785,-0.332934779061,0.172282746351,7.77326331333,13.7437899893,0.143004871279,0.889762462003
country_equity_etfs,learned_gbrt,97,zero_cost,2011,0.0888251604792,0.371582946993,0.0767075939419,0.803621269927,-0.301162422785,0.172478339405,7.77357723733,13.7568870215,-2.22044604925e-16,0.889725624224
country_equity_etfs,learned_gbrt,97,costed_comparator,2011,0.0564294648657,0.183671494346,0.0422905526055,0.391725195895,-0.40741602686,0.172552626975,1.87569931985,1.96195733074,0.0204058060837,0.889889523079
country_equity_etfs,learned_gbrt,97,vectorized,2011,0.071546394851,0.271620367294,0.0582875936199,0.571598010579,-0.330478110076,0.172363095145,7.72749875684,13.658876181,0.142123397662,0.889441405603
